transaction_id,customer_id,transaction_date,transaction_type,category,channel,amount,balance_after
TXN1035805,CUST104464,2024-03-13,Debit,Investment,UPI,5192.71,100670.95
TXN1035817,CUST104465,2024-03-13,Credit,Salary,UPI,65519.49,165246.83
TXN1007110,CUST100882,2024-03-13,Credit,Salary,UPI,9405.18,19434.94
TXN1018388,CUST102281,2024-03-13,Debit,EMI,UPI,7150.48,66188.6
TXN1023300,CUST102903,2024-03-13,Debit,Dining,Debit Card,5983.61,59255.28
TXN1021968,CUST102734,2024-03-13,Debit,Shopping,Credit Card,10492.28,12114.25
TXN1012897,CUST101600,2024-03-13,Debit,EMI,UPI,5876.55,182248.52
TXN1000588,CUST100077,2024-03-13,Debit,Shopping,Credit Card,3996.39,34217.01
TXN1006493,CUST100804,2024-03-13,Credit,Salary,Credit Card,46525.68,193780.68
TXN1026419,CUST103294,2024-03-13,Credit,Salary,ATM,71723.57,230049.15
TXN1027917,CUST103485,2024-03-13,Debit,Utilities,UPI,12830.33,90831.05
TXN1037643,CUST104698,2024-03-13,Debit,ATM Withdrawal,UPI,754.39,87007.43
TXN1007387,CUST100913,2024-03-13,Debit,Investment,Debit Card,5568.63,17098.11
TXN1000933,CUST100121,2024-03-13,Debit,Shopping,Net Banking,3593.1,13156.6
TXN1030723,CUST103834,2024-03-13,Debit,Shopping,ATM,14085.29,138305.75
TXN1016214,CUST102011,2024-03-13,Debit,Utilities,ATM,6464.8,12085.2
TXN1028755,CUST103585,2024-03-13,Debit,Utilities,UPI,24194.49,210567.23
TXN1023382,CUST102914,2024-03-13,Credit,Salary,UPI,27833.89,103040.91
TXN1013848,CUST101721,2024-03-13,Credit,Refund,Debit Card,9338.39,37151.56
TXN1012431,CUST101545,2024-03-13,Debit,ATM Withdrawal,UPI,1824.31,82060.72
TXN1034885,CUST104351,2024-03-13,Debit,Shopping,ATM,10556.92,42562.75
TXN1030363,CUST103788,2024-03-13,Debit,Investment,Debit Card,17342.43,73657.64
TXN1000269,CUST100033,2024-03-13,Credit,Salary,UPI,32196.75,92322.65
TXN1037105,CUST104633,2024-03-13,Debit,Dining,UPI,10886.05,62354.77
TXN1039622,CUST104943,2024-03-13,Credit,Salary,UPI,41849.97,115853.71
TXN1020167,CUST102505,2024-03-13,Credit,Salary,UPI,32988.94,43724.35
TXN1017152,CUST102126,2024-03-13,Debit,Utilities,UPI,9535.64,11453.54
TXN1020168,CUST102505,2024-03-13,Debit,Dining,Debit Card,5429.89,60445.01
TXN1024859,CUST103096,2024-03-13,Debit,ATM Withdrawal,UPI,1802.53,38078.23
TXN1003298,CUST100410,2024-03-13,Debit,Dining,UPI,3703.51,41463.66
TXN1030119,CUST103761,2024-03-13,Debit,ATM Withdrawal,Debit Card,3368.27,24509.49
TXN1033322,CUST104156,2024-03-13,Debit,Shopping,Debit Card,6074.36,165289.48
TXN1023701,CUST102953,2024-03-13,Debit,Dining,Credit Card,44479.88,265791.49
TXN1023711,CUST102954,2024-03-13,Debit,Shopping,UPI,8832.67,54857.79
TXN1031023,CUST103868,2024-03-13,Debit,EMI,ATM,3576.39,44349.11
TXN1008885,CUST101103,2024-03-13,Debit,Dining,Debit Card,9686.25,81682.35
TXN1022495,CUST102801,2024-03-13,Credit,Transfer In,UPI,4971.21,17865.45
TXN1023153,CUST102886,2024-03-13,Debit,Dining,ATM,6001.95,32347.29
TXN1028203,CUST103519,2024-03-13,Credit,Transfer In,UPI,5426.8,50522.43
TXN1022996,CUST102866,2024-03-13,Debit,Utilities,Debit Card,1750.61,3818.46
TXN1003722,CUST100464,2024-03-13,Debit,Travel,ATM,7068.07,224959.14
TXN1019193,CUST102384,2024-03-13,Debit,ATM Withdrawal,UPI,2628.55,76407.37
TXN1013985,CUST101738,2024-03-13,Debit,Utilities,UPI,1836.8,32810.82
TXN1025288,CUST103151,2024-03-13,Debit,Shopping,Debit Card,294.3,11401.08
TXN1028202,CUST103518,2024-03-13,Debit,Shopping,Debit Card,8060.44,94010.07
TXN1001689,CUST100218,2024-03-13,Credit,Refund,Credit Card,14277.77,47183.07
TXN1028184,CUST103517,2024-03-13,Debit,Transfer Out,Net Banking,909.49,53963.26
TXN1006580,CUST100813,2024-03-13,Debit,Shopping,UPI,20396.5,73590.31
TXN1000050,CUST100008,2024-03-13,Debit,Utilities,UPI,12415.36,120700.85
TXN1006151,CUST100764,2024-03-13,Debit,ATM Withdrawal,UPI,17423.67,123459.16
TXN1025250,CUST103147,2024-03-13,Debit,Dining,UPI,3353.59,216486.23
TXN1036593,CUST104564,2024-03-13,Debit,Dining,Net Banking,20941.93,90734.81
TXN1038111,CUST104755,2024-03-13,Debit,Shopping,Net Banking,11199.11,128473.12
TXN1006215,CUST100773,2024-03-13,Credit,Salary,UPI,87025.24,277042.64
TXN1015981,CUST101982,2024-03-13,Debit,Utilities,Branch,4051.23,21799.54
TXN1005057,CUST100628,2024-03-13,Debit,Dining,Credit Card,2433.9,63009.19
TXN1012025,CUST101497,2024-03-13,Debit,EMI,Branch,10742.53,99536.21
TXN1038562,CUST104812,2024-03-13,Debit,Dining,Debit Card,2510.63,15900.7
TXN1023061,CUST102875,2024-03-13,Debit,Investment,Credit Card,5154.43,25209.6
TXN1029623,CUST103696,2024-03-13,Debit,Travel,Credit Card,14780.19,47773.58
TXN1024895,CUST103100,2024-03-13,Debit,Shopping,Credit Card,10937.16,47792.0
TXN1004367,CUST100541,2024-03-13,Debit,Shopping,UPI,6575.12,107455.07
TXN1038590,CUST104815,2024-03-13,Credit,Salary,ATM,29089.13,47239.67
TXN1027698,CUST103458,2024-03-13,Credit,Salary,ATM,11038.99,21728.77
TXN1011560,CUST101439,2024-03-13,Credit,Salary,Net Banking,25673.99,98197.31
TXN1002957,CUST100371,2024-03-13,Debit,Insurance,Debit Card,1350.98,83695.21
TXN1026108,CUST103254,2024-03-13,Debit,ATM Withdrawal,ATM,5204.29,23755.75
TXN1020151,CUST102502,2024-03-13,Debit,Travel,Credit Card,1675.78,44520.35
TXN1016594,CUST102059,2024-03-13,Debit,ATM Withdrawal,UPI,10710.43,50471.05
TXN1023917,CUST102980,2024-03-13,Credit,Refund,Debit Card,17978.16,125577.42
TXN1015600,CUST101934,2024-03-13,Debit,Utilities,ATM,6541.95,60495.13
TXN1008978,CUST101113,2024-03-13,Debit,Dining,Net Banking,3421.33,70870.46
TXN1015599,CUST101934,2024-03-13,Debit,Shopping,Debit Card,1886.2,43093.46
TXN1014080,CUST101749,2024-03-13,Debit,Shopping,UPI,6689.93,46652.51
TXN1029709,CUST103707,2024-03-13,Debit,Transfer Out,UPI,10772.03,50133.64
TXN1018791,CUST102329,2024-03-13,Debit,Dining,Debit Card,4899.5,14471.76
TXN1039462,CUST104922,2024-03-13,Debit,EMI,Debit Card,15383.43,28622.48
TXN1021021,CUST102609,2024-03-13,Debit,Utilities,Debit Card,9744.8,95500.07
TXN1011064,CUST101378,2024-03-13,Debit,Insurance,UPI,18584.04,248075.47
TXN1023037,CUST102871,2024-03-13,Credit,Salary,Debit Card,68486.34,104469.46
TXN1022241,CUST102769,2024-03-13,Debit,Transfer Out,Debit Card,5917.45,21055.27
TXN1005571,CUST100688,2024-03-13,Debit,EMI,Net Banking,4062.97,16412.0
TXN1003136,CUST100392,2024-03-13,Debit,EMI,Debit Card,39544.92,14482.28
TXN1020715,CUST102572,2024-03-13,Debit,Transfer Out,UPI,10492.6,36991.21
TXN1001596,CUST100206,2024-03-13,Credit,Salary,Debit Card,29136.05,109970.68
TXN1039364,CUST104911,2024-03-13,Credit,Salary,UPI,126173.45,169661.11
TXN1028452,CUST103549,2024-03-13,Debit,Shopping,UPI,7430.01,32841.73
TXN1015457,CUST101917,2024-03-13,Debit,Utilities,UPI,1897.46,13228.47
TXN1029781,CUST103715,2024-03-13,Debit,Shopping,Credit Card,2863.49,19483.95
TXN1036700,CUST104579,2024-03-13,Debit,Dining,UPI,14988.12,22108.08
TXN1033198,CUST104141,2024-03-13,Debit,Shopping,Debit Card,48900.96,195131.17
TXN1033604,CUST104189,2024-03-13,Debit,EMI,UPI,2994.61,18190.8
TXN1021609,CUST102688,2024-03-13,Debit,Transfer Out,UPI,14380.72,91463.15
TXN1036732,CUST104582,2024-03-13,Debit,ATM Withdrawal,Net Banking,22990.57,146537.46
TXN1022692,CUST102828,2024-03-13,Credit,Transfer In,UPI,3812.71,70514.79
TXN1039093,CUST104875,2024-03-13,Debit,Dining,Debit Card,8904.04,69993.1
TXN1039827,CUST104970,2024-03-13,Debit,ATM Withdrawal,ATM,1278.96,52457.36
TXN1023210,CUST102893,2024-03-13,Credit,Salary,Credit Card,43087.19,83563.91
TXN1020580,CUST102557,2024-03-13,Debit,Travel,UPI,10816.11,114961.53
TXN1007627,CUST100945,2024-03-13,Debit,Shopping,Debit Card,16158.27,122854.6
TXN1019155,CUST102379,2024-03-13,Credit,Transfer In,ATM,12291.35,38966.69
TXN1019158,CUST102379,2024-03-13,Debit,Utilities,UPI,5377.29,41172.37
TXN1011874,CUST101478,2024-03-13,Credit,Salary,Net Banking,73378.03,290142.79
TXN1037543,CUST104687,2024-03-13,Debit,Dining,ATM,688.68,125327.5
TXN1014846,CUST101844,2024-03-13,Debit,Dining,Debit Card,5152.47,48920.94
TXN1014338,CUST101780,2024-03-13,Debit,Utilities,Branch,6913.9,118463.61
TXN1015437,CUST101914,2024-03-13,Debit,Travel,Branch,12487.63,115240.3
TXN1016064,CUST101992,2024-03-13,Debit,Utilities,UPI,6345.46,4268.71
TXN1026348,CUST103284,2024-03-13,Debit,EMI,Debit Card,2324.7,2607.23
TXN1016066,CUST101992,2024-03-13,Debit,Shopping,UPI,2989.01,15954.41
TXN1036772,CUST104586,2024-03-13,Debit,Shopping,Debit Card,14557.29,49099.62
TXN1004560,CUST100565,2024-03-13,Debit,Insurance,Debit Card,20929.41,103957.7
TXN1005405,CUST100667,2024-03-13,Debit,Dining,Debit Card,2290.58,88341.99
TXN1033493,CUST104175,2024-03-13,Credit,Salary,UPI,29318.55,55835.97
TXN1015474,CUST101919,2024-03-13,Debit,Transfer Out,Debit Card,13839.56,17938.35
TXN1017826,CUST102210,2024-03-13,Debit,Travel,UPI,12819.95,40505.67
TXN1035056,CUST104374,2024-03-13,Debit,Utilities,Net Banking,3214.17,31253.68
TXN1034407,CUST104290,2024-03-13,Debit,Travel,ATM,1057.43,18134.22
TXN1005636,CUST100696,2024-03-13,Debit,Dining,UPI,53593.54,192757.13
TXN1030010,CUST103744,2024-03-13,Debit,Utilities,Debit Card,894.12,3338.38
TXN1020985,CUST102604,2024-03-13,Debit,Shopping,Net Banking,11432.23,44308.38
TXN1032961,CUST104114,2024-03-13,Credit,Salary,Debit Card,16143.5,43101.29
TXN1014857,CUST101845,2024-03-13,Debit,EMI,UPI,1695.96,23929.14
TXN1005356,CUST100662,2024-03-13,Debit,Investment,Debit Card,5167.8,32057.44
TXN1036396,CUST104540,2024-03-13,Debit,Dining,Branch,414.24,20284.52
TXN1011061,CUST101378,2024-03-14,Debit,Utilities,Debit Card,2693.77,188130.23
TXN1036744,CUST104583,2024-03-14,Debit,Insurance,ATM,8945.22,20097.28
TXN1008551,CUST101061,2024-03-14,Debit,Utilities,ATM,1634.8,12790.55
TXN1011991,CUST101493,2024-03-14,Debit,Dining,Net Banking,3796.87,46691.27
TXN1012625,CUST101568,2024-03-14,Debit,ATM Withdrawal,Credit Card,629.1,51183.21
TXN1023662,CUST102946,2024-03-14,Debit,Dining,Debit Card,20111.8,24448.79
TXN1024498,CUST103050,2024-03-14,Credit,Transfer In,UPI,10011.79,43530.42
TXN1001328,CUST100172,2024-03-14,Debit,Transfer Out,ATM,29673.63,69800.39
TXN1004873,CUST100603,2024-03-14,Debit,Utilities,Debit Card,6978.66,45800.56
TXN1038523,CUST104807,2024-03-14,Debit,EMI,UPI,791.28,11316.93
TXN1020121,CUST102499,2024-03-14,Debit,Transfer Out,UPI,8388.62,107525.97
TXN1000819,CUST100104,2024-03-14,Debit,Transfer Out,Net Banking,4031.43,16713.67
TXN1038504,CUST104804,2024-03-14,Debit,Utilities,Debit Card,37601.5,187750.87
TXN1006401,CUST100793,2024-03-14,Credit,Salary,UPI,61077.6,151247.47
TXN1004512,CUST100559,2024-03-14,Debit,ATM Withdrawal,Debit Card,29787.42,24214.24
TXN1004974,CUST100615,2024-03-14,Debit,ATM Withdrawal,Credit Card,7450.64,71239.91
TXN1032617,CUST104069,2024-03-14,Credit,Refund,UPI,14070.92,92427.97
TXN1008710,CUST101082,2024-03-14,Credit,Transfer In,Credit Card,42551.05,203997.49
TXN1007597,CUST100942,2024-03-14,Debit,Travel,UPI,8394.18,199495.37
TXN1022470,CUST102797,2024-03-14,Debit,Dining,Debit Card,1293.87,2971.16
TXN1003210,CUST100401,2024-03-14,Credit,Salary,Net Banking,16418.59,68016.62
TXN1039575,CUST104937,2024-03-14,Debit,Shopping,UPI,12649.55,15065.8
TXN1025792,CUST103214,2024-03-14,Debit,EMI,Net Banking,6838.86,56862.21
TXN1031635,CUST103949,2024-03-14,Debit,Shopping,Credit Card,6281.74,13603.37
TXN1028286,CUST103528,2024-03-14,Credit,Salary,UPI,13251.99,48892.2
TXN1038133,CUST104757,2024-03-14,Debit,ATM Withdrawal,UPI,18107.33,216569.31
TXN1008571,CUST101063,2024-03-14,Debit,EMI,Debit Card,5860.59,100596.23
TXN1003124,CUST100390,2024-03-14,Debit,Travel,Credit Card,38588.05,235301.56
TXN1039024,CUST104867,2024-03-14,Debit,ATM Withdrawal,Net Banking,11191.37,45637.99
TXN1038266,CUST104774,2024-03-14,Debit,Investment,Credit Card,19218.11,75086.5
TXN1019935,CUST102476,2024-03-14,Debit,Transfer Out,Net Banking,10930.78,66222.83
TXN1036355,CUST104534,2024-03-14,Debit,Dining,UPI,12595.11,108006.34
TXN1011468,CUST101428,2024-03-14,Debit,EMI,Net Banking,10035.94,16450.51
TXN1015134,CUST101879,2024-03-14,Debit,ATM Withdrawal,Credit Card,5025.15,43258.88
TXN1014911,CUST101852,2024-03-14,Debit,EMI,UPI,3014.02,28381.82
TXN1036938,CUST104607,2024-03-14,Debit,Investment,UPI,3370.32,27489.56
TXN1016365,CUST102028,2024-03-14,Debit,Insurance,UPI,2618.39,49409.99
TXN1024942,CUST103106,2024-03-14,Debit,Travel,Branch,8545.49,34155.45
TXN1024553,CUST103056,2024-03-14,Credit,Salary,Debit Card,29309.05,93093.17
TXN1034000,CUST104238,2024-03-14,Credit,Transfer In,Credit Card,18850.59,60269.8
TXN1002302,CUST100291,2024-03-14,Debit,Dining,UPI,9362.26,110053.97
TXN1016641,CUST102064,2024-03-14,Debit,Utilities,Branch,4877.74,119329.12
TXN1026373,CUST103288,2024-03-14,Debit,Shopping,UPI,802.87,34238.87
TXN1008762,CUST101087,2024-03-14,Debit,ATM Withdrawal,Branch,10137.73,99429.76
TXN1018931,CUST102349,2024-03-14,Debit,EMI,UPI,23780.33,189622.04
TXN1008490,CUST101054,2024-03-14,Credit,Transfer In,ATM,8102.92,17177.79
TXN1000789,CUST100101,2024-03-14,Debit,Travel,UPI,22198.62,195884.94
TXN1030844,CUST103849,2024-03-14,Debit,ATM Withdrawal,Net Banking,12582.45,54821.09
TXN1012848,CUST101595,2024-03-14,Credit,Salary,Net Banking,43988.42,124406.88
TXN1038840,CUST104843,2024-03-14,Debit,Travel,Net Banking,30296.2,88863.81
TXN1021383,CUST102656,2024-03-14,Debit,Shopping,UPI,1902.8,10772.59
TXN1014686,CUST101824,2024-03-14,Debit,Utilities,UPI,6664.51,5669.96
TXN1037033,CUST104621,2024-03-14,Debit,Utilities,Branch,6240.55,37636.82
TXN1029912,CUST103733,2024-03-14,Debit,Shopping,Debit Card,1862.56,14651.57
TXN1032367,CUST104040,2024-03-14,Debit,Shopping,UPI,2597.53,18337.3
TXN1011411,CUST101421,2024-03-14,Debit,Shopping,Branch,1814.59,25487.76
TXN1036717,CUST104581,2024-03-14,Debit,Insurance,UPI,3187.15,22573.75
TXN1007655,CUST100948,2024-03-14,Debit,Shopping,ATM,14752.11,5005.96
TXN1007653,CUST100948,2024-03-14,Debit,Utilities,UPI,15341.1,8529.15
TXN1014641,CUST101819,2024-03-14,Credit,Refund,Debit Card,17261.76,163190.9
TXN1009323,CUST101158,2024-03-14,Debit,Transfer Out,Debit Card,11217.83,104763.16
TXN1012604,CUST101565,2024-03-14,Debit,Dining,Net Banking,2471.94,130863.32
TXN1030009,CUST103744,2024-03-14,Debit,Dining,Branch,2200.22,5510.43
TXN1028521,CUST103557,2024-03-14,Debit,Dining,ATM,13276.31,122891.59
TXN1028124,CUST103510,2024-03-14,Debit,EMI,UPI,384.72,23647.86
TXN1002050,CUST100261,2024-03-14,Debit,Transfer Out,Credit Card,3879.51,69657.85
TXN1016477,CUST102043,2024-03-14,Debit,Insurance,UPI,4702.46,38541.64
TXN1002759,CUST100346,2024-03-14,Debit,Dining,Debit Card,15098.39,327924.87
TXN1016562,CUST102055,2024-03-14,Debit,Utilities,ATM,1666.19,36871.88
TXN1032626,CUST104070,2024-03-14,Debit,Shopping,UPI,14203.21,145964.64
TXN1018859,CUST102339,2024-03-14,Debit,EMI,UPI,17237.3,15013.75
TXN1012004,CUST101495,2024-03-14,Debit,Shopping,UPI,1935.36,32845.27
TXN1001843,CUST100238,2024-03-14,Debit,Shopping,UPI,4624.25,3304.87
TXN1036782,CUST104587,2024-03-14,Debit,Shopping,ATM,6115.76,30352.05
TXN1013061,CUST101621,2024-03-14,Debit,Shopping,UPI,7759.66,23621.54
TXN1033387,CUST104164,2024-03-14,Debit,Transfer Out,UPI,6019.38,72457.2
TXN1004005,CUST100498,2024-03-14,Debit,Dining,UPI,5076.15,7355.37
TXN1014798,CUST101838,2024-03-14,Debit,ATM Withdrawal,UPI,20437.86,78729.82
TXN1001621,CUST100210,2024-03-14,Debit,Utilities,UPI,4665.19,48983.18
TXN1011716,CUST101459,2024-03-14,Debit,EMI,UPI,34552.2,123325.28
TXN1021128,CUST102623,2024-03-14,Credit,Salary,Net Banking,34462.97,133104.01
TXN1010122,CUST101259,2024-03-14,Debit,Shopping,ATM,14729.96,82385.36
TXN1000281,CUST100034,2024-03-14,Credit,Transfer In,UPI,23937.35,80657.51
TXN1006371,CUST100790,2024-03-14,Debit,Dining,Net Banking,27310.97,185766.43
TXN1026347,CUST103284,2024-03-14,Debit,ATM Withdrawal,UPI,2752.09,11571.35
TXN1004909,CUST100607,2024-03-14,Debit,Shopping,Debit Card,7803.67,11941.75
TXN1026575,CUST103315,2024-03-14,Credit,Refund,Credit Card,11739.77,90639.57
TXN1037684,CUST104703,2024-03-14,Debit,Transfer Out,Debit Card,18145.39,72253.96
TXN1025356,CUST103161,2024-03-14,Credit,Salary,Branch,59331.58,228685.39
TXN1003752,CUST100467,2024-03-14,Credit,Transfer In,ATM,2494.47,18660.76
TXN1023488,CUST102926,2024-03-14,Credit,Transfer In,Debit Card,7951.79,31779.23
TXN1015397,CUST101909,2024-03-14,Debit,Shopping,ATM,20812.04,147736.61
TXN1011861,CUST101477,2024-03-14,Debit,Insurance,Branch,9659.86,117660.0
TXN1033479,CUST104174,2024-03-14,Credit,Refund,UPI,14678.68,62678.59
TXN1002946,CUST100369,2024-03-14,Debit,Shopping,Debit Card,7117.43,61380.03
TXN1031364,CUST103915,2024-03-14,Debit,Shopping,UPI,1667.13,128491.94
TXN1024139,CUST103006,2024-03-14,Debit,Utilities,Net Banking,9863.48,94220.38
TXN1030357,CUST103788,2024-03-14,Credit,Salary,UPI,51865.87,161303.44
TXN1027807,CUST103470,2024-03-14,Debit,Investment,UPI,3050.47,77242.79
TXN1009214,CUST101146,2024-03-14,Debit,Shopping,Credit Card,2711.23,100996.68
TXN1023493,CUST102926,2024-03-14,Debit,Dining,UPI,747.02,39830.86
TXN1006118,CUST100760,2024-03-14,Debit,Shopping,Credit Card,2631.61,58695.66
TXN1030347,CUST103787,2024-03-14,Debit,EMI,Debit Card,5398.92,35734.7
TXN1000422,CUST100055,2024-03-14,Debit,Shopping,UPI,9697.68,85507.53
TXN1037338,CUST104663,2024-03-14,Debit,Transfer Out,UPI,364.63,26506.87
TXN1015390,CUST101909,2024-03-14,Debit,Shopping,Debit Card,19680.62,62620.24
TXN1004306,CUST100533,2024-03-14,Debit,ATM Withdrawal,UPI,12103.02,112626.02
TXN1022055,CUST102746,2024-03-14,Debit,EMI,Debit Card,609.77,43809.31
TXN1015903,CUST101972,2024-03-14,Debit,Shopping,Net Banking,9283.3,154108.41
TXN1015321,CUST101901,2024-03-14,Debit,EMI,UPI,3722.26,39209.25
TXN1017995,CUST102234,2024-03-14,Credit,Salary,UPI,20117.16,81970.37
TXN1024224,CUST103016,2024-03-14,Credit,Salary,Branch,95611.54,291375.59
TXN1009198,CUST101143,2024-03-14,Debit,ATM Withdrawal,Net Banking,3267.11,22728.05
TXN1029810,CUST103719,2024-03-14,Debit,Utilities,UPI,1968.2,38240.11
TXN1010692,CUST101334,2024-03-14,Debit,Dining,Branch,5716.44,20241.09
TXN1037609,CUST104694,2024-03-14,Debit,EMI,Debit Card,3153.86,25862.25
TXN1007011,CUST100870,2024-03-14,Credit,Salary,UPI,12693.13,36281.4
TXN1027400,CUST103418,2024-03-14,Debit,Investment,Branch,9837.06,56264.2
TXN1026578,CUST103315,2024-03-14,Credit,Salary,Net Banking,41429.49,180048.65
TXN1019118,CUST102373,2024-03-14,Debit,Insurance,Net Banking,2344.32,4499.52
TXN1038185,CUST104764,2024-03-14,Debit,Shopping,ATM,2776.32,106164.87
TXN1019445,CUST102416,2024-03-14,Credit,Salary,Credit Card,53884.59,165429.55
TXN1025219,CUST103143,2024-03-14,Credit,Salary,Debit Card,31805.08,64905.99
TXN1000124,CUST100017,2024-03-14,Debit,EMI,UPI,2045.05,52444.29
TXN1019138,CUST102375,2024-03-14,Debit,Dining,UPI,8716.98,35027.57
TXN1029274,CUST103650,2024-03-14,Debit,ATM Withdrawal,Net Banking,21436.95,132909.78
TXN1027979,CUST103493,2024-03-14,Debit,EMI,Net Banking,29662.8,11656.97
TXN1033896,CUST104226,2024-03-14,Debit,Insurance,Credit Card,1195.11,222261.38
TXN1036836,CUST104594,2024-03-14,Debit,EMI,Debit Card,8282.62,93231.67
TXN1037492,CUST104681,2024-03-14,Credit,Transfer In,Net Banking,76784.31,208582.69
TXN1039434,CUST104919,2024-03-14,Debit,Investment,UPI,8570.38,27668.95
TXN1037326,CUST104662,2024-03-14,Debit,Dining,Debit Card,8481.45,82259.68
TXN1032654,CUST104075,2024-03-14,Debit,Dining,Credit Card,2922.66,26464.79
TXN1017188,CUST102130,2024-03-14,Debit,Transfer Out,UPI,14407.83,11722.82
TXN1025327,CUST103157,2024-03-14,Credit,Salary,Debit Card,16770.33,43633.48
TXN1022287,CUST102774,2024-03-14,Debit,Dining,UPI,7211.12,49274.2
TXN1002230,CUST100283,2024-03-14,Credit,Salary,UPI,87514.83,336772.93
TXN1009277,CUST101153,2024-03-14,Credit,Salary,UPI,147816.22,269404.01
TXN1027717,CUST103461,2024-03-14,Debit,Investment,Net Banking,4780.57,36891.89
TXN1027715,CUST103460,2024-03-14,Debit,EMI,Net Banking,26450.68,196718.75
TXN1015608,CUST101935,2024-03-14,Debit,Shopping,UPI,16545.45,33471.49
TXN1006674,CUST100826,2024-03-14,Debit,Travel,UPI,22141.71,148290.31
TXN1036416,CUST104542,2024-03-14,Debit,Travel,UPI,7436.77,44225.65
TXN1012142,CUST101510,2024-03-14,Debit,ATM Withdrawal,Net Banking,13201.46,119381.52
TXN1020071,CUST102492,2024-03-14,Debit,Utilities,UPI,1144.46,55656.47
TXN1027019,CUST103371,2024-03-14,Debit,EMI,UPI,8417.75,117526.26
TXN1020074,CUST102493,2024-03-14,Debit,Investment,Debit Card,7981.89,41720.04
TXN1030221,CUST103772,2024-03-14,Credit,Salary,Debit Card,32073.72,49841.33
TXN1036438,CUST104545,2024-03-14,Debit,EMI,Debit Card,8860.65,7042.99
TXN1037550,CUST104688,2024-03-14,Debit,Investment,UPI,170.88,34253.3
TXN1031984,CUST103990,2024-03-14,Debit,Dining,UPI,45449.52,441266.27
TXN1003634,CUST100453,2024-03-14,Debit,Travel,Branch,4538.82,26991.17
TXN1012259,CUST101526,2024-03-14,Debit,ATM Withdrawal,Debit Card,9952.03,74440.46
TXN1030305,CUST103781,2024-03-14,Debit,EMI,UPI,1716.74,114858.65
TXN1010812,CUST101347,2024-03-14,Credit,Salary,Branch,125468.99,205794.42
TXN1025286,CUST103151,2024-03-14,Credit,Transfer In,Debit Card,1652.08,24979.39
TXN1003290,CUST100408,2024-03-14,Debit,Shopping,Credit Card,4380.8,29630.97
TXN1033063,CUST104125,2024-03-14,Debit,Utilities,UPI,11517.92,189663.22
TXN1001127,CUST100148,2024-03-14,Debit,Dining,UPI,6768.57,60473.04
TXN1018011,CUST102235,2024-03-14,Debit,Dining,UPI,19356.19,74972.86
TXN1034105,CUST104252,2024-03-14,Credit,Salary,Net Banking,41582.14,112624.34
TXN1011913,CUST101482,2024-03-14,Debit,Shopping,Debit Card,23337.75,187456.96
TXN1036657,CUST104573,2024-03-14,Debit,Shopping,Net Banking,36174.18,185059.2
TXN1022366,CUST102783,2024-03-14,Debit,Utilities,Debit Card,15537.53,200248.04
TXN1025307,CUST103154,2024-03-14,Debit,Transfer Out,UPI,8051.88,60521.41
TXN1022638,CUST102821,2024-03-14,Debit,Transfer Out,UPI,21110.7,72424.11
TXN1032098,CUST104005,2024-03-14,Debit,Dining,Credit Card,31368.98,131019.83
TXN1032398,CUST104042,2024-03-14,Debit,Transfer Out,UPI,3130.28,19283.2
TXN1012978,CUST101611,2024-03-14,Debit,EMI,Debit Card,2306.3,24239.86
TXN1008605,CUST101067,2024-03-14,Debit,Shopping,UPI,395.18,57096.93
TXN1018012,CUST102235,2024-03-14,Debit,EMI,UPI,3781.7,47432.58
TXN1020701,CUST102570,2024-03-14,Debit,Shopping,Branch,5798.32,18423.18
TXN1032059,CUST104000,2024-03-14,Debit,Utilities,Debit Card,18793.83,132527.06
TXN1001671,CUST100216,2024-03-14,Debit,Shopping,Credit Card,11371.89,94527.42
TXN1006506,CUST100806,2024-03-14,Debit,Utilities,Branch,6299.76,33210.93
TXN1034803,CUST104340,2024-03-14,Debit,Travel,ATM,7552.83,77383.89
TXN1018079,CUST102245,2024-03-14,Debit,Utilities,UPI,27441.69,166154.7
TXN1026449,CUST103298,2024-03-14,Credit,Refund,Debit Card,9646.34,60102.45
TXN1019788,CUST102459,2024-03-14,Debit,Shopping,ATM,3469.06,119573.6
TXN1021331,CUST102650,2024-03-14,Debit,Shopping,Net Banking,1156.02,4439.97
TXN1004778,CUST100590,2024-03-14,Debit,EMI,UPI,5275.55,82383.61
TXN1037368,CUST104666,2024-03-14,Debit,Shopping,ATM,1444.38,135871.28
TXN1011297,CUST101407,2024-03-14,Debit,Shopping,UPI,16038.45,55331.39
TXN1019260,CUST102393,2024-03-14,Debit,Utilities,Debit Card,26493.43,117568.26
TXN1028920,CUST103606,2024-03-14,Credit,Salary,UPI,49350.64,150267.96
TXN1015745,CUST101952,2024-03-14,Debit,Utilities,Debit Card,1037.51,40037.1
TXN1013422,CUST101667,2024-03-14,Debit,Shopping,UPI,4806.67,38105.03
TXN1039039,CUST104869,2024-03-14,Debit,Shopping,Credit Card,698.46,23839.23
TXN1023410,CUST102918,2024-03-14,Debit,Utilities,ATM,6753.17,42664.84
TXN1035104,CUST104380,2024-03-14,Debit,Shopping,UPI,2332.33,12949.28
TXN1008832,CUST101096,2024-03-14,Debit,Investment,Credit Card,8193.86,57685.6
TXN1026961,CUST103363,2024-03-14,Debit,Dining,Branch,4135.03,5501.89
TXN1011784,CUST101466,2024-03-14,Debit,Shopping,UPI,13042.2,79759.1
