application_id,customer_id,application_date,loan_type,loan_purpose,requested_amount,loan_term_months,interest_rate,applicant_monthly_income,existing_emi,debt_to_income_ratio,collateral_flag,approval_status,approved_amount,decision_date,disbursed_flag,loan_default
APP804035,CUST102071,2024-05-09,Personal,Home Renovation,385000,36,15.69,59400,2000,0.261,0,Approved,300000,2024-05-21,1,0
APP804036,CUST103568,2023-09-13,Personal,Wedding,606000,48,13.94,83200,11200,0.333,0,Approved,509000,2023-09-20,1,1
APP804037,CUST100630,2022-12-24,Personal,Home Renovation,1287000,36,17.66,30000,6400,1.754,0,Rejected,0,2023-01-05,0,
APP804038,CUST103279,2023-06-08,Personal,Medical Emergency,686000,60,22.42,44600,10800,0.671,0,Rejected,0,2023-06-11,0,
APP804039,CUST102229,2023-12-25,Personal,Home Renovation,984000,12,16.68,44600,12300,2.287,0,Rejected,0,2024-01-01,0,
APP804040,CUST103622,2023-03-27,Personal,Home Renovation,110000,12,15.47,20700,6700,0.805,0,Approved,91000,2023-04-14,1,0
APP804041,CUST100162,2023-04-24,Business,Equipment Purchase,5593000,12,14.46,39100,9700,3.0,0,Rejected,0,2023-05-09,0,
APP804042,CUST104678,2022-08-05,Auto,Used Car,1851000,48,10.85,43900,12600,1.373,1,Rejected,0,2022-08-06,0,
APP804043,CUST100034,2024-06-05,Gold,Gold Loan,334000,24,11.99,55100,2100,0.323,1,Approved,278000,2024-06-17,1,1
APP804044,CUST104777,2022-12-14,Personal,Home Renovation,787000,84,17.4,38200,2300,0.486,0,Rejected,0,2022-12-23,0,
APP804045,CUST104384,2023-09-05,Personal,Medical Emergency,347000,84,18.62,57100,9800,0.302,0,Approved,293000,2023-09-13,1,0
APP804046,CUST104073,2022-12-27,Auto,Used Car,1193000,36,9.35,118100,24100,0.527,1,Approved,1139000,2023-01-10,1,0
APP804047,CUST103988,2023-06-11,Gold,Gold Loan,387000,36,12.9,48600,9700,0.467,1,Approved,278000,2023-06-28,1,0
APP804048,CUST102513,2022-07-31,Education,Higher Studies India,2790000,12,12.63,71200,20000,3.0,1,Rejected,0,2022-08-19,0,
APP804049,CUST102351,2022-12-17,Gold,Gold Loan,406000,12,12.35,22500,900,1.644,1,Approved,303000,2022-12-30,1,0
APP804050,CUST101062,2023-07-13,Auto,New Car,1571000,48,10.3,25900,8200,1.864,1,Approved,1280000,2023-07-22,1,0
APP804051,CUST100239,2023-06-11,Personal,Medical Emergency,949000,12,16.2,81500,5100,1.12,0,Approved,676000,2023-06-14,1,0
APP804052,CUST100375,2024-03-19,Personal,Wedding,181000,36,19.43,36200,11300,0.497,0,Approved,134000,2024-04-04,1,1
APP804053,CUST101194,2024-03-24,Auto,New Car,1124000,60,10.59,102600,33300,0.56,1,Approved,797000,2024-04-07,1,0
APP804054,CUST102934,2022-10-06,Personal,Debt Consolidation,950000,48,17.84,56700,13200,0.724,1,Approved,857000,2022-10-08,1,0
APP804055,CUST104938,2023-11-23,Education,Skill Certification,2715000,36,11.49,84200,1700,1.083,0,Approved,2616000,2023-12-08,1,0
APP804056,CUST103605,2023-01-03,Personal,Home Renovation,1251000,36,23.46,10000,1400,3.0,0,Rejected,0,2023-01-06,0,
APP804057,CUST101023,2023-02-22,Home,Home Construction,2132000,36,8.15,27900,2800,2.499,1,Approved,1642000,2023-03-05,1,1
APP804058,CUST100372,2022-10-09,Auto,Used Car,2347000,36,11.72,40900,4100,1.997,1,Approved,2062000,2022-10-16,1,1
APP804059,CUST101983,2024-04-22,Personal,Debt Consolidation,1117000,24,13.55,27500,9300,2.283,0,Rejected,0,2024-04-23,0,
APP804060,CUST101377,2024-03-13,Home,Home Purchase,6280000,180,8.47,41200,1900,1.546,1,Approved,5517000,2024-03-27,1,0
APP804061,CUST101982,2022-08-30,Auto,Used Car,1311000,48,13.23,11600,3700,3.0,1,Rejected,0,2022-09-18,0,
APP804062,CUST102105,2022-09-06,Personal,Travel,1252000,48,20.96,43000,1300,0.931,0,Approved,1074000,2022-09-12,1,0
APP804063,CUST100376,2023-08-02,Home,Balance Transfer,9763000,24,8.5,75100,2700,3.0,1,Rejected,0,2023-08-14,0,
APP804064,CUST100363,2022-12-10,Auto,Used Car,1629000,36,9.55,115600,7500,0.517,1,Approved,1340000,2022-12-20,1,0
APP804065,CUST102846,2024-06-01,Personal,Medical Emergency,1288000,12,19.88,50200,6200,2.497,0,Under Review,0,,0,
APP804066,CUST102993,2024-03-29,Business,Working Capital,579000,84,18.39,165900,38800,0.308,1,Approved,543000,2024-04-07,1,0
APP804067,CUST104286,2023-06-13,Business,Working Capital,5579000,60,16.04,67400,1900,2.044,0,Approved,5228000,2023-06-15,1,1
APP804068,CUST104498,2023-02-10,Personal,Medical Emergency,620000,60,17.35,115800,1500,0.147,0,Approved,436000,2023-03-01,1,0
APP804069,CUST103019,2023-03-14,Education,Skill Certification,2902000,120,11.17,64100,14700,0.857,0,Approved,2102000,2023-03-17,1,1
APP804070,CUST103681,2023-08-20,Gold,Gold Loan,71000,24,12.15,74800,4200,0.101,1,Approved,66000,2023-08-24,1,0
APP804071,CUST102371,2024-02-10,Auto,Two Wheeler,1854000,84,13.02,74900,3200,0.494,1,Approved,1694000,2024-02-21,1,0
APP804072,CUST101315,2023-01-18,Business,Working Capital,2559000,36,16.43,33000,1300,2.782,0,Rejected,0,2023-01-27,0,
APP804073,CUST102930,2024-04-30,Business,Equipment Purchase,5283000,84,17.53,33800,7700,3.0,0,Rejected,0,2024-05-18,0,
APP804074,CUST104755,2024-04-26,Home,Home Purchase,1789000,24,10.06,62700,7700,1.439,1,Rejected,0,2024-05-05,0,
APP804075,CUST104114,2022-10-25,Home,Plot Purchase,11947000,24,10.06,18700,2700,3.0,1,Rejected,0,2022-11-05,0,
APP804076,CUST101816,2023-09-06,Education,Skill Certification,1366000,48,9.87,65300,12700,0.724,0,Approved,1175000,2023-09-13,1,0
APP804077,CUST100080,2023-01-13,Education,Skill Certification,3643000,84,12.76,21900,700,3.0,0,Rejected,0,2023-01-17,0,
APP804078,CUST104738,2023-07-04,Personal,Wedding,1426000,60,20.05,24400,3000,1.67,0,Rejected,0,2023-07-17,0,
APP804079,CUST104011,2022-12-14,Personal,Medical Emergency,1145000,36,12.34,56500,17200,0.981,0,Approved,896000,2022-12-30,1,0
APP804080,CUST104255,2022-07-09,Home,Balance Transfer,9316000,36,9.63,68400,3800,3.0,1,Rejected,0,2022-07-28,0,
APP804081,CUST103207,2023-10-01,Personal,Travel,1405000,84,15.83,62000,10700,0.621,0,Rejected,0,2023-10-08,0,
APP804082,CUST100510,2022-07-14,Personal,Medical Emergency,529000,24,17.51,41000,5800,0.783,0,Rejected,0,2022-08-03,0,
APP804083,CUST103762,2023-01-30,Auto,New Car,1713000,60,12.52,39500,8400,1.19,1,Approved,1597000,2023-02-07,1,1
APP804084,CUST100127,2023-07-26,Personal,Home Renovation,735000,36,20.69,38900,1100,0.736,0,Approved,639000,2023-08-12,1,1
APP804085,CUST104789,2024-04-25,Personal,Wedding,493000,48,22.21,42800,8400,0.561,1,Approved,361000,2024-04-28,1,0
APP804086,CUST103287,2023-06-27,Auto,Two Wheeler,2413000,12,11.22,41500,12500,3.0,1,Approved,2356000,2023-07-01,1,0
APP804087,CUST100053,2023-08-14,Business,Equipment Purchase,6494000,24,17.48,23300,1700,3.0,0,Rejected,0,2023-08-25,0,
APP804088,CUST100147,2023-08-24,Personal,Debt Consolidation,870000,12,19.86,32100,8700,2.781,0,Rejected,0,2023-08-30,0,
APP804089,CUST101844,2022-09-04,Home,Home Purchase,4625000,84,9.03,39500,4600,2.003,1,Rejected,0,2022-09-24,0,
APP804090,CUST100902,2024-06-15,Auto,New Car,1288000,24,9.03,100500,31200,0.896,1,Approved,946000,2024-06-28,1,1
APP804091,CUST103038,2022-09-25,Gold,Gold Loan,292000,36,9.56,12100,2200,0.956,1,Rejected,0,2022-10-13,0,
APP804092,CUST102642,2023-04-18,Home,Plot Purchase,1992000,48,8.69,32500,700,1.536,1,Rejected,0,2023-05-04,0,
APP804093,CUST103587,2023-07-20,Auto,New Car,1272000,48,12.25,58400,100,0.578,1,Approved,931000,2023-07-23,1,1
APP804094,CUST101707,2023-10-16,Education,Skill Certification,3932000,48,9.77,24100,7500,3.0,0,Rejected,0,2023-11-01,0,
APP804095,CUST100964,2024-01-02,Education,Study Abroad,2038000,48,10.12,69300,18600,1.015,1,Approved,1540000,2024-01-06,1,0
APP804096,CUST101442,2022-07-01,Personal,Wedding,360000,24,12.37,33100,5800,0.688,0,Approved,326000,2022-07-10,1,1
APP804097,CUST101000,2023-09-09,Personal,Medical Emergency,806000,24,13.35,35900,2400,1.137,0,Approved,712000,2023-09-12,1,1
APP804098,CUST101614,2023-09-22,Auto,New Car,2130000,12,9.64,43200,11900,3.0,1,Rejected,0,2023-10-06,0,
APP804099,CUST102757,2024-04-09,Home,Home Construction,7083000,60,10.09,26300,2100,3.0,1,Rejected,0,2024-04-15,0,
APP804100,CUST101612,2022-10-27,Education,Skill Certification,1301000,120,11.21,44600,11200,0.657,0,Approved,1012000,2022-11-04,1,0
APP804101,CUST104374,2022-07-19,Home,Balance Transfer,4746000,48,9.32,68600,15700,1.96,1,Approved,4148000,2022-08-07,1,0
APP804102,CUST103553,2022-12-07,Personal,Travel,290000,84,21.33,10000,1100,0.777,1,Rejected,0,2022-12-13,0,
APP804103,CUST103945,2023-07-31,Education,Study Abroad,1197000,60,9.17,18800,2500,1.458,0,Rejected,0,2023-08-19,0,
APP804104,CUST103926,2022-11-22,Auto,Used Car,773000,60,11.29,67500,8800,0.381,1,Rejected,0,2022-11-26,0,
APP804105,CUST101853,2023-03-07,Personal,Medical Emergency,1345000,60,18.78,39200,10600,1.155,0,Approved,1344000,2023-03-20,1,0
APP804106,CUST102185,2022-07-04,Personal,Travel,132000,12,14.45,15000,2300,0.947,0,Approved,127000,2022-07-14,1,1
APP804107,CUST101419,2024-05-31,Personal,Debt Consolidation,574000,24,11.49,19900,3100,1.509,0,Under Review,0,,0,
APP804108,CUST100942,2023-03-27,Personal,Wedding,542000,60,17.34,76300,14100,0.363,0,Approved,444000,2023-04-04,1,0
APP804109,CUST102699,2023-11-13,Personal,Home Renovation,1383000,12,16.59,11400,800,3.0,0,Rejected,0,2023-11-25,0,
APP804110,CUST104855,2023-06-22,Personal,Medical Emergency,369000,24,17.26,70100,13800,0.458,0,Approved,311000,2023-06-24,1,0
APP804111,CUST100011,2023-12-18,Personal,Medical Emergency,1379000,60,19.73,48200,14300,1.049,0,Approved,1052000,2023-12-27,1,1
APP804112,CUST101968,2024-03-04,Home,Plot Purchase,4227000,180,8.32,115700,36800,0.674,1,Approved,3404000,2024-03-13,1,0
APP804113,CUST101549,2024-05-30,Education,Higher Studies India,3605000,48,10.51,13700,3200,3.0,0,Under Review,0,,0,
APP804114,CUST101091,2022-12-14,Home,Plot Purchase,6784000,36,9.13,42500,14300,3.0,1,Rejected,0,2022-12-21,0,
APP804115,CUST100391,2023-03-01,Home,Plot Purchase,2024000,48,10.42,10200,2100,3.0,1,Rejected,0,2023-03-20,0,
APP804116,CUST101373,2022-08-21,Auto,Used Car,319000,48,10.39,13200,4100,0.929,1,Approved,283000,2022-09-09,1,1
APP804117,CUST101201,2022-12-10,Personal,Debt Consolidation,1027000,12,17.52,37700,4700,2.613,1,Rejected,0,2022-12-18,0,
APP804118,CUST103388,2024-06-13,Personal,Wedding,1466000,24,19.4,27600,600,2.705,0,Under Review,0,,0,
APP804119,CUST103246,2023-07-02,Personal,Travel,1448000,84,13.96,65500,700,0.424,0,Approved,1421000,2023-07-03,1,0
APP804120,CUST100554,2023-04-18,Personal,Home Renovation,652000,84,18.98,30800,7900,0.713,0,Rejected,0,2023-04-30,0,
APP804121,CUST103482,2022-11-19,Personal,Medical Emergency,1025000,36,15.06,69600,14000,0.712,0,Approved,803000,2022-11-28,1,0
APP804122,CUST102478,2023-03-21,Personal,Wedding,787000,60,20.52,45500,9500,0.672,1,Approved,639000,2023-03-30,1,0
APP804123,CUST101950,2023-04-19,Gold,Gold Loan,101000,12,13.9,28600,5200,0.499,1,Rejected,0,2023-04-26,0,
APP804124,CUST104387,2022-12-31,Business,Business Expansion,396000,12,18.35,69400,600,0.533,0,Rejected,0,2023-01-03,0,
APP804125,CUST103670,2023-07-04,Gold,Gold Loan,677000,36,13.69,17400,2000,1.438,1,Rejected,0,2023-07-10,0,
APP804126,CUST101390,2022-11-29,Education,Study Abroad,1630000,120,10.61,117100,36300,0.499,0,Approved,1359000,2022-12-14,1,0
APP804127,CUST104535,2022-12-31,Personal,Travel,1497000,36,19.4,45900,13500,1.497,1,Rejected,0,2023-01-06,0,
APP804128,CUST104462,2024-04-06,Business,Business Expansion,3470000,12,14.22,51500,7800,3.0,0,Rejected,0,2024-04-17,0,
APP804129,CUST101904,2022-08-22,Business,Business Expansion,1782000,48,16.42,35400,4000,1.549,0,Rejected,0,2022-09-09,0,
APP804130,CUST100828,2023-10-31,Home,Plot Purchase,6687000,36,8.11,37200,7000,3.0,1,Rejected,0,2023-11-06,0,
APP804131,CUST103804,2024-06-01,Personal,Wedding,412000,84,12.37,10000,700,0.805,0,Under Review,0,,0,
APP804132,CUST101098,2023-01-30,Business,Working Capital,6901000,84,17.04,54500,1000,2.608,0,Rejected,0,2023-02-04,0,
APP804133,CUST104622,2023-02-06,Gold,Gold Loan,44000,12,10.5,46400,10700,0.314,1,Approved,34000,2023-02-11,1,1
APP804134,CUST101643,2023-09-24,Personal,Wedding,675000,84,18.04,57000,9900,0.423,0,Approved,561000,2023-10-03,1,0
APP804135,CUST103263,2023-05-10,Personal,Travel,257000,36,16.36,35600,9600,0.524,1,Approved,248000,2023-05-15,1,0
APP804136,CUST103412,2022-10-25,Personal,Debt Consolidation,185000,60,16.21,108600,14300,0.173,1,Approved,144000,2022-11-05,1,0
APP804137,CUST101458,2023-03-15,Auto,Used Car,1125000,60,11.67,36100,6800,0.876,1,Approved,1037000,2023-03-16,1,0
APP804138,CUST104762,2024-03-07,Personal,Wedding,1297000,36,15.08,40400,12600,1.427,0,Approved,1030000,2024-03-25,1,1
APP804139,CUST104059,2024-02-27,Business,Equipment Purchase,5833000,24,19.0,75300,6800,3.0,0,Rejected,0,2024-03-03,0,
APP804140,CUST101835,2023-08-03,Personal,Wedding,210000,84,18.77,57700,4600,0.158,0,Approved,207000,2023-08-15,1,0
APP804141,CUST102769,2024-03-07,Business,Business Expansion,2040000,36,17.65,58200,9800,1.429,0,Approved,1606000,2024-03-27,1,0
APP804142,CUST101204,2023-07-13,Personal,Travel,688000,60,18.22,45000,13900,0.699,0,Approved,626000,2023-07-14,1,0
APP804143,CUST104865,2024-03-29,Gold,Gold Loan,176000,24,10.15,57200,10900,0.333,1,Approved,169000,2024-04-18,1,0
APP804144,CUST103436,2024-05-30,Business,Equipment Purchase,2027000,24,17.77,16600,1100,3.0,0,Rejected,0,2024-06-02,0,
APP804145,CUST100605,2022-12-17,Personal,Medical Emergency,214000,24,14.06,11600,500,0.933,0,Rejected,0,2023-01-03,0,
APP804146,CUST102599,2023-04-25,Business,Business Expansion,735000,48,15.76,24600,6800,1.121,0,Rejected,0,2023-05-07,0,
APP804147,CUST104369,2023-08-30,Home,Balance Transfer,11708000,180,9.02,26800,7300,3.0,1,Rejected,0,2023-09-14,0,
APP804148,CUST100555,2023-01-31,Education,Higher Studies India,1495000,120,9.74,63200,6200,0.408,0,Approved,1311000,2023-02-09,1,0
APP804149,CUST101330,2022-07-05,Personal,Home Renovation,1117000,24,23.39,38900,3700,1.606,0,Approved,999000,2022-07-13,1,1
APP804150,CUST102526,2023-02-20,Home,Balance Transfer,11560000,48,9.09,74300,25600,3.0,1,Rejected,0,2023-03-04,0,
APP804151,CUST101459,2024-03-28,Auto,New Car,1302000,48,9.74,123800,10700,0.352,1,Approved,1178000,2024-04-09,1,0
APP804152,CUST104499,2022-10-08,Home,Plot Purchase,5081000,84,9.74,18200,2300,3.0,1,Rejected,0,2022-10-11,0,
APP804153,CUST104377,2024-02-20,Personal,Debt Consolidation,326000,84,15.15,31100,6400,0.409,0,Rejected,0,2024-03-05,0,
APP804154,CUST103078,2023-07-10,Personal,Medical Emergency,914000,48,14.1,117500,21900,0.399,0,Approved,826000,2023-07-21,1,1
APP804155,CUST100958,2024-01-19,Education,Study Abroad,1499000,12,9.04,10000,2400,3.0,0,Rejected,0,2024-01-28,0,
APP804156,CUST101872,2022-07-18,Gold,Gold Loan,686000,36,10.44,30900,3200,0.823,1,Rejected,0,2022-08-02,0,
APP804157,CUST101061,2024-02-22,Personal,Debt Consolidation,1124000,48,22.84,28200,6300,1.5,0,Approved,1009000,2024-03-13,1,0
APP804158,CUST100700,2023-04-14,Home,Balance Transfer,9638000,120,9.9,43300,7600,3.0,1,Rejected,0,2023-04-22,0,
APP804159,CUST104734,2023-04-15,Business,Business Expansion,4898000,48,13.11,106400,29100,1.511,0,Rejected,0,2023-04-19,0,
APP804160,CUST104334,2023-09-24,Auto,Two Wheeler,773000,48,13.36,30300,6600,0.908,1,Approved,554000,2023-10-05,1,0
APP804161,CUST104335,2022-12-24,Auto,New Car,359000,84,10.0,18000,5100,0.615,1,Approved,313000,2023-01-01,1,0
APP804162,CUST103363,2024-04-01,Home,Home Purchase,7709000,48,9.19,23500,4400,3.0,1,Rejected,0,2024-04-04,0,
APP804163,CUST100296,2023-01-11,Personal,Travel,980000,12,22.73,77500,25500,1.518,0,Approved,719000,2023-01-14,1,1
APP804164,CUST103059,2023-03-12,Auto,Two Wheeler,1690000,24,10.8,54800,17400,1.751,1,Approved,1661000,2023-04-01,1,0
APP804165,CUST101584,2022-07-04,Business,Equipment Purchase,6557000,84,18.39,29200,3200,3.0,0,Rejected,0,2022-07-17,0,
APP804166,CUST102436,2024-03-02,Personal,Travel,1308000,36,17.35,59200,3400,0.849,1,Approved,1084000,2024-03-20,1,1
APP804167,CUST104806,2024-02-20,Personal,Home Renovation,226000,84,20.76,26100,3900,0.346,0,Approved,224000,2024-02-26,1,0
APP804168,CUST103120,2023-05-18,Personal,Wedding,740000,84,17.44,133300,9000,0.182,0,Approved,569000,2023-05-23,1,0
APP804169,CUST104665,2024-01-27,Auto,New Car,676000,60,9.29,34300,1900,0.467,1,Approved,518000,2024-02-16,1,0
APP804170,CUST104521,2024-03-27,Business,Working Capital,4070000,60,14.29,37200,5300,2.702,0,Rejected,0,2024-04-11,0,
APP804171,CUST102074,2022-11-17,Education,Higher Studies India,446000,84,9.38,58700,5300,0.214,0,Approved,377000,2022-12-05,1,0
APP804172,CUST101743,2023-08-08,Personal,Debt Consolidation,595000,36,18.66,43000,1800,0.547,0,Approved,576000,2023-08-19,1,1
APP804173,CUST104239,2024-05-12,Education,Study Abroad,2744000,24,10.77,88800,18600,1.646,0,Rejected,0,2024-05-16,0,
APP804174,CUST104293,2022-07-13,Personal,Wedding,589000,48,13.18,10000,1300,1.715,0,Rejected,0,2022-07-28,0,
APP804175,CUST103361,2023-11-20,Personal,Travel,1209000,84,22.7,36000,5700,0.96,0,Approved,1155000,2023-12-09,1,1
APP804176,CUST100710,2023-12-03,Personal,Medical Emergency,126000,60,19.95,38100,100,0.09,0,Rejected,0,2023-12-04,0,
APP804177,CUST100199,2024-04-03,Gold,Gold Loan,610000,36,13.51,17300,3200,1.385,1,Rejected,0,2024-04-14,0,
APP804178,CUST100594,2022-09-23,Auto,Used Car,1997000,60,11.48,53300,15300,1.111,1,Rejected,0,2022-09-25,0,
APP804179,CUST104761,2024-03-18,Education,Higher Studies India,1486000,84,9.58,77800,3800,0.362,0,Approved,1269000,2024-03-26,1,0
APP804180,CUST104837,2024-01-08,Gold,Gold Loan,502000,24,13.15,50400,8300,0.639,1,Approved,419000,2024-01-14,1,0
APP804181,CUST101784,2022-12-12,Auto,Used Car,2353000,12,13.4,24100,5200,3.0,1,Rejected,0,2022-12-17,0,
APP804182,CUST101988,2023-08-04,Business,Business Expansion,3556000,24,16.88,188800,32100,1.1,0,Approved,2746000,2023-08-10,1,0
APP804183,CUST102575,2022-12-21,Home,Plot Purchase,5293000,180,8.37,29300,2600,1.856,1,Rejected,0,2022-12-31,0,
APP804184,CUST103616,2024-01-17,Home,Balance Transfer,11718000,240,8.47,92800,11200,1.214,1,Approved,10855000,2024-01-24,1,0
APP804185,CUST100656,2023-06-29,Business,Equipment Purchase,4100000,12,14.48,46800,16000,3.0,0,Rejected,0,2023-07-17,0,
APP804186,CUST101642,2023-12-07,Personal,Medical Emergency,903000,60,13.7,40400,13700,0.857,0,Rejected,0,2023-12-27,0,
APP804187,CUST100794,2023-10-08,Home,Balance Transfer,7565000,84,9.58,55700,3900,2.295,1,Approved,6325000,2023-10-27,1,1
APP804188,CUST104173,2023-09-05,Home,Plot Purchase,9052000,36,10.33,99900,6700,3.0,1,Rejected,0,2023-09-17,0,
APP804189,CUST101372,2024-04-27,Home,Balance Transfer,5955000,12,10.4,41200,5000,3.0,1,Rejected,0,2024-05-01,0,
APP804190,CUST100044,2024-06-14,Home,Home Purchase,4206000,36,9.29,89500,11300,1.628,1,Under Review,0,,0,
APP804191,CUST102192,2024-02-26,Personal,Home Renovation,1351000,48,23.24,175900,42500,0.489,0,Approved,1256000,2024-03-03,1,0
APP804192,CUST103863,2023-07-13,Home,Home Purchase,3373000,48,8.18,28700,3300,2.995,1,Rejected,0,2023-07-20,0,
APP804193,CUST100629,2024-04-13,Gold,Gold Loan,338000,24,10.94,19900,6800,1.135,1,Approved,328000,2024-04-30,1,0
APP804194,CUST100496,2022-11-12,Home,Plot Purchase,11971000,12,9.66,31800,2800,3.0,1,Rejected,0,2022-11-27,0,
APP804195,CUST103067,2023-10-07,Education,Study Abroad,1532000,24,9.5,61100,8700,1.294,1,Approved,1272000,2023-10-23,1,0
APP804196,CUST101224,2024-04-16,Auto,Used Car,1134000,60,9.39,59400,12700,0.614,1,Approved,896000,2024-05-03,1,0
APP804197,CUST101487,2023-05-30,Personal,Home Renovation,1219000,60,12.02,85600,6500,0.393,1,Approved,1059000,2023-06-12,1,0
APP804198,CUST103988,2023-06-25,Personal,Wedding,941000,60,22.94,48600,1000,0.566,0,Approved,797000,2023-07-12,1,0
APP804199,CUST104323,2023-06-08,Home,Home Purchase,8474000,180,9.85,61000,15900,1.739,1,Approved,7687000,2023-06-11,1,0
APP804200,CUST103274,2024-05-16,Auto,New Car,1280000,36,9.8,28300,400,1.468,1,Approved,972000,2024-05-26,1,1
APP804201,CUST103268,2024-04-13,Auto,New Car,1503000,60,12.57,18100,5100,2.153,1,Rejected,0,2024-05-03,0,
APP804202,CUST101654,2022-12-17,Home,Home Purchase,11943000,24,8.44,39500,5700,3.0,1,Rejected,0,2023-01-04,0,
APP804203,CUST100843,2022-12-17,Business,Business Expansion,5448000,12,19.45,14400,4200,3.0,0,Rejected,0,2022-12-31,0,
APP804204,CUST104606,2024-05-02,Home,Home Construction,11063000,24,8.93,61600,4900,3.0,1,Rejected,0,2024-05-04,0,
APP804205,CUST101998,2023-09-14,Personal,Medical Emergency,315000,84,18.93,29000,1800,0.296,0,Rejected,0,2023-09-22,0,
APP804206,CUST103333,2022-10-21,Auto,New Car,2205000,84,9.29,52400,10200,0.878,1,Approved,2150000,2022-11-09,1,0
APP804207,CUST103460,2023-08-26,Home,Balance Transfer,11174000,60,9.24,116900,10500,2.085,1,Rejected,0,2023-09-04,0,
APP804208,CUST103155,2024-05-31,Home,Home Purchase,2075000,84,10.15,10000,200,3.0,1,Rejected,0,2024-06-05,0,
APP804209,CUST100598,2023-01-31,Auto,Used Car,1346000,60,13.78,60400,3900,0.581,1,Rejected,0,2023-02-20,0,
APP804210,CUST101527,2023-06-30,Personal,Travel,125000,84,23.76,39600,9300,0.312,0,Approved,90000,2023-07-02,1,0
APP804211,CUST101575,2023-05-18,Gold,Gold Loan,55000,12,12.56,10000,1300,0.62,1,Rejected,0,2023-05-24,0,
APP804212,CUST101961,2022-09-19,Business,Equipment Purchase,1767000,84,15.71,23100,5000,1.721,0,Rejected,0,2022-10-04,0,
APP804213,CUST104107,2024-04-01,Personal,Wedding,484000,24,16.87,110800,500,0.22,0,Rejected,0,2024-04-06,0,
APP804214,CUST100130,2023-04-07,Personal,Wedding,1058000,36,22.38,40200,6600,1.173,0,Rejected,0,2023-04-08,0,
APP804215,CUST104295,2022-11-29,Personal,Medical Emergency,1265000,84,22.92,66800,19200,0.742,0,Approved,962000,2022-12-01,1,1
APP804216,CUST103752,2024-01-05,Personal,Medical Emergency,1373000,48,14.52,30100,1200,1.297,1,Rejected,0,2024-01-23,0,
APP804217,CUST102458,2022-12-27,Business,Working Capital,5197000,60,17.15,56100,9000,2.47,1,Rejected,0,2023-01-12,0,
APP804218,CUST104908,2022-12-05,Personal,Wedding,1385000,48,21.61,12700,400,3.0,0,Rejected,0,2022-12-20,0,
APP804219,CUST102815,2023-01-14,Home,Home Purchase,2659000,240,9.87,135300,15200,0.3,1,Approved,2623000,2023-01-15,1,0
APP804220,CUST101694,2023-07-29,Auto,New Car,396000,12,13.32,11200,3500,3.0,1,Rejected,0,2023-08-18,0,
APP804221,CUST103407,2023-03-28,Home,Home Purchase,10876000,12,8.27,38500,8500,3.0,1,Rejected,0,2023-04-12,0,
APP804222,CUST101031,2022-10-06,Gold,Gold Loan,632000,24,10.5,86900,9100,0.442,1,Approved,558000,2022-10-17,1,0
APP804223,CUST102604,2024-03-14,Home,Home Construction,5638000,84,9.84,39000,13100,2.726,1,Rejected,0,2024-04-02,0,
APP804224,CUST101649,2024-04-08,Auto,New Car,791000,24,13.58,26600,9300,1.771,1,Rejected,0,2024-04-09,0,
APP804225,CUST104345,2023-04-04,Personal,Medical Emergency,410000,84,15.49,26000,6800,0.571,0,Approved,343000,2023-04-20,1,0
APP804226,CUST104314,2023-12-23,Business,Business Expansion,2873000,24,14.28,32000,3300,3.0,0,Rejected,0,2023-12-30,0,
APP804227,CUST104433,2022-09-20,Auto,Used Car,700000,36,11.35,51800,9900,0.635,1,Rejected,0,2022-10-01,0,
APP804228,CUST100225,2022-09-17,Home,Plot Purchase,10257000,84,9.91,69100,800,2.469,1,Approved,8590000,2022-10-06,1,1
APP804229,CUST103172,2024-04-17,Personal,Travel,1126000,48,13.28,46400,1400,0.684,0,Rejected,0,2024-04-23,0,
APP804230,CUST100471,2022-10-19,Personal,Wedding,1346000,84,19.28,57900,6200,0.613,0,Approved,948000,2022-10-28,1,1
APP804231,CUST103718,2023-09-27,Personal,Medical Emergency,1033000,48,23.47,23300,7000,1.732,0,Approved,911000,2023-10-10,1,0
APP804232,CUST102597,2023-12-09,Business,Business Expansion,6599000,60,15.22,23400,400,3.0,0,Approved,5966000,2023-12-28,1,0
APP804233,CUST100614,2022-12-17,Auto,Used Car,2351000,60,10.61,20200,5600,2.783,1,Rejected,0,2022-12-21,0,
APP804234,CUST103567,2024-04-02,Home,Home Construction,8169000,84,9.66,27600,2500,3.0,1,Rejected,0,2024-04-21,0,
APP804235,CUST103247,2022-08-28,Personal,Medical Emergency,334000,48,20.38,66500,20100,0.456,1,Approved,270000,2022-08-30,1,1
APP804236,CUST101923,2024-04-06,Home,Home Purchase,10182000,84,10.07,26500,4100,3.0,1,Rejected,0,2024-04-24,0,
APP804237,CUST104719,2023-06-26,Home,Home Purchase,2010000,24,8.06,105100,32000,1.169,1,Approved,1566000,2023-07-01,1,0
APP804238,CUST103423,2024-06-06,Business,Working Capital,2477000,36,16.52,60300,16200,1.722,0,Approved,1889000,2024-06-22,1,0
APP804239,CUST102779,2024-04-24,Home,Home Construction,10038000,12,10.29,51300,9000,3.0,1,Rejected,0,2024-05-08,0,
APP804240,CUST104127,2023-05-30,Personal,Travel,1319000,36,19.46,53000,14700,1.197,0,Rejected,0,2023-06-14,0,
