credit_id,customer_id,as_of_date,credit_score,num_open_accounts,num_credit_inquiries_6m,credit_utilization_ratio,num_late_payments_30d,num_late_payments_90d,num_defaults_prior,bankruptcies,total_credit_limit,total_outstanding_debt,oldest_account_age_months
CR502853,CUST102853,2024-06-30,529,3,2,0.328,3,1,0,0,73000,23900,259
CR502854,CUST102854,2024-06-30,673,2,0,0.392,1,0,0,0,495000,194000,286
CR502855,CUST102855,2024-06-30,680,5,0,0.381,0,0,0,0,243000,92600,49
CR502856,CUST102856,2024-06-30,725,4,1,0.225,0,0,0,0,280000,63000,394
CR502857,CUST102857,2024-06-30,630,3,1,0.49,2,0,1,0,154000,75500,245
CR502858,CUST102858,2024-06-30,653,3,3,0.469,0,0,0,0,96000,45000,237
CR502859,CUST102859,2024-06-30,605,3,2,0.464,1,1,0,0,201000,93300,114
CR502860,CUST102860,2024-06-30,621,6,1,0.193,6,1,0,0,255000,49200,219
CR502861,CUST102861,2024-06-30,715,3,0,0.178,1,1,0,0,409000,72800,465
CR502862,CUST102862,2024-06-30,575,1,0,0.472,3,0,0,0,102000,48100,90
CR502863,CUST102863,2024-06-30,794,4,0,0.255,0,0,0,0,525000,133900,233
CR502864,CUST102864,2024-06-30,600,5,3,0.261,3,0,0,0,275000,71800,189
CR502865,CUST102865,2024-06-30,529,2,1,0.341,1,1,0,0,71000,24200,263
CR502866,CUST102866,2024-06-30,425,2,7,0.245,3,2,1,0,52000,12700,62
CR502867,CUST102867,2024-06-30,623,2,0,0.371,3,0,0,0,261000,96800,95
CR502868,CUST102868,2024-06-30,619,1,1,0.224,1,0,0,0,671000,150300,294
CR502869,CUST102869,2024-06-30,661,4,1,0.412,0,0,0,0,202000,83200,6
CR502870,CUST102870,2024-06-30,881,4,4,0.166,1,0,0,0,375000,62200,291
CR502871,CUST102871,2024-06-30,691,6,2,0.131,0,0,0,0,533000,69800,301
CR502872,CUST102872,2024-06-30,598,6,4,0.276,1,0,0,0,212000,58500,309
CR502873,CUST102873,2024-06-30,843,3,2,0.289,1,0,0,0,468000,135300,280
CR502874,CUST102874,2024-06-30,681,4,3,0.229,0,0,0,0,199000,45600,217
CR502875,CUST102875,2024-06-30,541,3,1,0.571,3,2,4,0,264000,150700,248
CR502876,CUST102876,2024-06-30,773,4,1,0.303,1,0,0,0,714000,216300,162
CR502877,CUST102877,2024-06-30,701,3,1,0.14,0,0,0,0,461000,64500,327
CR502878,CUST102878,2024-06-30,676,2,2,0.264,0,0,0,0,259000,68400,308
CR502879,CUST102879,2024-06-30,729,10,3,0.475,0,0,0,0,576000,273600,123
CR502880,CUST102880,2024-06-30,900,6,0,0.02,0,0,0,0,2219000,44400,233
CR502881,CUST102881,2024-06-30,587,3,7,0.618,3,1,0,0,198000,122400,187
CR502882,CUST102882,2024-06-30,800,4,1,0.258,0,0,0,0,722000,186300,298
CR502883,CUST102883,2024-06-30,760,3,3,0.339,1,0,0,0,321000,108800,222
CR502884,CUST102884,2024-06-30,638,3,1,0.092,2,0,0,0,326000,30000,6
CR502885,CUST102885,2024-06-30,533,3,0,0.443,1,1,0,0,65000,28800,155
CR502886,CUST102886,2024-06-30,719,3,0,0.427,0,0,0,0,149000,63600,480
CR502887,CUST102887,2024-06-30,579,4,1,0.141,2,1,0,0,74000,10400,95
CR502888,CUST102888,2024-06-30,638,8,3,0.308,1,0,0,0,136000,41900,6
CR502889,CUST102889,2024-06-30,765,5,2,0.174,0,0,0,0,257000,44700,213
CR502890,CUST102890,2024-06-30,605,1,2,0.163,4,0,0,0,61000,9900,233
CR502891,CUST102891,2024-06-30,626,3,2,0.389,2,1,0,0,344000,133800,6
CR502892,CUST102892,2024-06-30,576,2,1,0.765,3,0,0,0,114000,87200,230
CR502893,CUST102893,2024-06-30,742,2,2,0.401,0,0,0,0,427000,171200,6
CR502894,CUST102894,2024-06-30,617,3,3,0.597,2,0,0,0,209000,124800,189
CR502895,CUST102895,2024-06-30,549,2,1,0.141,2,2,0,0,132000,18600,226
CR502896,CUST102896,2024-06-30,688,1,3,0.155,0,0,0,0,485000,75200,86
CR502897,CUST102897,2024-06-30,596,2,2,0.914,3,1,0,0,133000,121600,326
CR502898,CUST102898,2024-06-30,687,5,1,0.427,0,0,0,0,174000,74300,191
CR502899,CUST102899,2024-06-30,654,4,0,0.107,0,0,0,0,194000,20800,26
CR502900,CUST102900,2024-06-30,522,4,3,0.62,2,0,0,0,76000,47100,6
CR502901,CUST102901,2024-06-30,754,5,2,0.284,0,0,1,0,385000,109300,355
CR502902,CUST102902,2024-06-30,754,6,1,0.286,1,0,0,0,180000,51500,272
CR502903,CUST102903,2024-06-30,764,3,0,0.116,0,0,0,0,504000,58500,351
CR502904,CUST102904,2024-06-30,636,4,2,0.296,2,0,0,0,277000,82000,410
CR502905,CUST102905,2024-06-30,563,3,1,0.26,1,1,0,0,218000,56700,85
CR502906,CUST102906,2024-06-30,545,2,2,0.137,1,1,0,0,82000,11200,119
CR502907,CUST102907,2024-06-30,582,0,2,0.714,3,3,1,0,321000,229200,130
CR502908,CUST102908,2024-06-30,686,1,0,0.208,0,0,0,0,658000,136900,124
CR502909,CUST102909,2024-06-30,650,2,3,0.209,1,0,1,0,66000,13800,153
CR502910,CUST102910,2024-06-30,635,5,1,0.378,5,0,1,0,196000,74100,309
CR502911,CUST102911,2024-06-30,634,4,0,0.297,3,0,0,0,194000,57600,81
CR502912,CUST102912,2024-06-30,566,1,1,0.392,3,0,0,0,109000,42700,6
CR502913,CUST102913,2024-06-30,604,4,2,0.155,6,0,0,0,114000,17700,82
CR502914,CUST102914,2024-06-30,606,1,3,0.208,4,0,0,0,166000,34500,85
CR502915,CUST102915,2024-06-30,517,7,3,0.408,2,2,0,0,96000,39200,144
CR502916,CUST102916,2024-06-30,674,2,2,0.116,0,0,0,0,920000,106700,308
CR502917,CUST102917,2024-06-30,667,4,1,0.384,0,0,0,0,349000,134000,231
CR502918,CUST102918,2024-06-30,431,1,2,0.271,6,0,1,0,93000,25200,108
CR502919,CUST102919,2024-06-30,723,4,0,0.616,0,0,0,0,388000,239000,269
CR502920,CUST102920,2024-06-30,556,3,4,0.616,4,2,2,0,71000,43700,234
CR502921,CUST102921,2024-06-30,721,3,1,0.078,0,0,0,0,131000,10200,6
CR502922,CUST102922,2024-06-30,564,3,2,0.273,2,0,0,0,124000,33900,45
CR502923,CUST102923,2024-06-30,599,1,4,0.432,2,2,0,0,349000,150800,308
CR502924,CUST102924,2024-06-30,643,1,1,0.379,3,0,0,0,293000,111000,148
CR502925,CUST102925,2024-06-30,663,0,2,0.71,0,0,0,0,177000,125700,205
CR502926,CUST102926,2024-06-30,605,3,3,0.568,1,0,0,0,120000,68200,6
CR502927,CUST102927,2024-06-30,631,4,0,0.638,2,0,0,0,294000,187600,187
CR502928,CUST102928,2024-06-30,785,2,4,0.02,2,0,0,0,420000,8400,329
CR502929,CUST102929,2024-06-30,526,3,1,0.472,2,2,2,0,147000,69400,274
CR502930,CUST102930,2024-06-30,613,1,0,0.142,3,0,0,0,165000,23400,115
CR502931,CUST102931,2024-06-30,588,3,4,0.342,2,0,0,0,117000,40000,50
CR502932,CUST102932,2024-06-30,599,2,2,0.352,1,1,1,0,104000,36600,206
CR502933,CUST102933,2024-06-30,478,1,2,0.511,0,0,0,0,91000,46500,199
CR502934,CUST102934,2024-06-30,753,3,2,0.605,0,0,0,0,514000,311000,91
CR502935,CUST102935,2024-06-30,672,2,1,0.147,0,0,0,0,204000,30000,335
CR502936,CUST102936,2024-06-30,715,5,1,0.182,0,0,0,0,102000,18600,279
CR502937,CUST102937,2024-06-30,621,3,0,0.297,3,0,0,0,64000,19000,471
CR502938,CUST102938,2024-06-30,595,4,3,0.498,1,1,0,0,62000,30900,156
CR502939,CUST102939,2024-06-30,688,4,5,0.189,1,0,0,0,179000,33800,61
CR502940,CUST102940,2024-06-30,453,8,4,0.51,1,1,1,0,91000,46400,26
CR502941,CUST102941,2024-06-30,589,5,3,0.279,1,1,0,0,202000,56400,192
CR502942,CUST102942,2024-06-30,705,8,3,0.387,0,0,0,0,176000,68100,119
CR502943,CUST102943,2024-06-30,717,2,1,0.376,0,0,0,0,701000,263600,150
CR502944,CUST102944,2024-06-30,521,4,1,0.341,3,0,1,0,195000,66500,416
CR502945,CUST102945,2024-06-30,724,8,0,0.269,1,0,0,0,229000,61600,406
CR502946,CUST102946,2024-06-30,657,3,0,0.126,2,0,0,0,540000,68000,264
CR502947,CUST102947,2024-06-30,723,3,2,0.215,1,0,0,0,721000,155000,258
CR502948,CUST102948,2024-06-30,526,1,1,0.713,3,2,1,0,57000,40600,59
CR502949,CUST102949,2024-06-30,789,5,1,0.449,0,0,0,0,164000,73600,104
CR502950,CUST102950,2024-06-30,657,6,3,0.112,1,1,0,0,324000,36300,281
CR502951,CUST102951,2024-06-30,678,2,1,0.167,0,0,0,0,69000,11500,284
CR502952,CUST102952,2024-06-30,623,2,0,0.552,2,0,0,0,134000,74000,77
CR502953,CUST102953,2024-06-30,782,3,1,0.368,0,0,0,0,568000,209000,59
CR502954,CUST102954,2024-06-30,762,5,1,0.09,0,0,0,0,453000,40800,111
CR502955,CUST102955,2024-06-30,767,6,2,0.071,0,0,0,0,692000,49100,323
CR502956,CUST102956,2024-06-30,663,3,0,0.401,0,0,0,0,343000,137500,147
CR502957,CUST102957,2024-06-30,750,7,2,0.042,1,0,0,0,1089000,45700,19
CR502958,CUST102958,2024-06-30,687,1,3,0.468,0,0,0,0,334000,156300,186
CR502959,CUST102959,2024-06-30,724,3,3,0.665,0,0,0,0,340000,226100,259
CR502960,CUST102960,2024-06-30,619,6,2,0.118,2,1,0,0,40000,4700,251
CR502961,CUST102961,2024-06-30,764,2,1,0.283,0,0,0,0,438000,124000,169
CR502962,CUST102962,2024-06-30,565,3,3,0.323,4,0,0,0,192000,62000,307
CR502963,CUST102963,2024-06-30,665,2,1,0.272,0,0,0,0,426000,115900,11
CR502964,CUST102964,2024-06-30,766,4,2,0.105,1,1,0,0,197000,20700,6
CR502965,CUST102965,2024-06-30,580,4,1,0.354,0,0,0,0,50000,17700,183
CR502966,CUST102966,2024-06-30,629,1,1,0.523,2,0,0,0,201000,105100,275
CR502967,CUST102967,2024-06-30,688,2,0,0.526,0,0,0,0,233000,122600,85
CR502968,CUST102968,2024-06-30,651,1,2,0.335,0,0,0,0,267000,89400,134
CR502969,CUST102969,2024-06-30,706,1,2,0.606,1,0,0,0,141000,85400,204
CR502970,CUST102970,2024-06-30,741,4,3,0.578,1,0,0,0,372000,215000,217
CR502971,CUST102971,2024-06-30,679,4,3,0.205,1,0,0,0,375000,76900,86
CR502972,CUST102972,2024-06-30,646,3,1,0.33,4,0,0,0,331000,109200,259
CR502973,CUST102973,2024-06-30,582,2,2,0.448,5,0,0,0,227000,101700,6
CR502974,CUST102974,2024-06-30,465,1,4,0.977,3,1,2,0,76000,74300,206
CR502975,CUST102975,2024-06-30,589,3,2,0.229,3,3,0,0,151000,34600,428
CR502976,CUST102976,2024-06-30,844,4,3,0.542,0,0,0,0,1264000,685100,226
CR502977,CUST102977,2024-06-30,723,3,0,0.076,0,0,0,0,314000,23900,101
CR502978,CUST102978,2024-06-30,638,6,2,0.498,2,0,0,0,317000,157900,308
CR502979,CUST102979,2024-06-30,665,4,1,0.668,0,0,0,0,97000,64800,358
CR502980,CUST102980,2024-06-30,646,2,0,0.357,1,0,0,0,328000,117100,394
CR502981,CUST102981,2024-06-30,718,5,1,0.214,1,0,0,0,282000,60300,140
CR502982,CUST102982,2024-06-30,729,4,1,0.4,0,0,0,0,411000,164400,318
CR502983,CUST102983,2024-06-30,628,1,2,0.183,1,0,0,0,334000,61100,106
CR502984,CUST102984,2024-06-30,518,1,3,0.16,2,1,3,0,201000,32200,56
CR502985,CUST102985,2024-06-30,609,4,0,0.19,1,0,1,0,148000,28100,480
CR502986,CUST102986,2024-06-30,595,2,1,0.203,3,3,0,0,160000,32500,215
CR502987,CUST102987,2024-06-30,700,2,3,0.383,3,0,0,0,508000,194600,210
CR502988,CUST102988,2024-06-30,606,6,1,0.588,3,1,0,0,150000,88200,87
CR502989,CUST102989,2024-06-30,900,2,6,0.518,1,0,0,0,1372000,710700,369
CR502990,CUST102990,2024-06-30,691,3,3,0.299,0,0,1,0,393000,117500,194
CR502991,CUST102991,2024-06-30,713,7,0,0.191,0,0,0,0,237000,45300,313
CR502992,CUST102992,2024-06-30,703,6,2,0.633,1,1,0,0,1211000,766600,257
CR502993,CUST102993,2024-06-30,798,2,3,0.237,0,0,0,0,1440000,341300,316
CR502994,CUST102994,2024-06-30,631,4,1,0.122,1,0,0,0,304000,37100,329
CR502995,CUST102995,2024-06-30,557,1,2,0.609,2,1,0,0,129000,78600,105
CR502996,CUST102996,2024-06-30,802,4,1,0.02,1,0,0,0,315000,6300,272
CR502997,CUST102997,2024-06-30,546,3,3,0.564,2,0,2,0,69000,38900,376
CR502998,CUST102998,2024-06-30,715,7,1,0.507,1,0,0,0,328000,166300,192
CR502999,CUST102999,2024-06-30,694,6,1,0.201,0,0,0,0,174000,35000,48
CR503000,CUST103000,2024-06-30,693,3,0,0.02,0,0,0,0,142000,2800,328
CR503001,CUST103001,2024-06-30,635,4,0,0.648,4,0,0,0,170000,110200,6
CR503002,CUST103002,2024-06-30,776,7,0,0.158,0,0,0,0,382000,60400,277
CR503003,CUST103003,2024-06-30,721,7,2,0.444,0,0,0,0,197000,87500,6
CR503004,CUST103004,2024-06-30,602,6,0,0.206,1,0,0,0,213000,43900,27
CR503005,CUST103005,2024-06-30,545,4,2,0.423,5,3,1,0,128000,54100,6
CR503006,CUST103006,2024-06-30,721,3,0,0.29,0,0,0,0,335000,97200,321
CR503007,CUST103007,2024-06-30,702,5,0,0.147,0,0,0,0,168000,24700,356
CR503008,CUST103008,2024-06-30,697,5,3,0.909,0,0,0,0,368000,334500,151
CR503009,CUST103009,2024-06-30,600,6,0,0.102,3,0,0,0,194000,19800,264
CR503010,CUST103010,2024-06-30,556,4,3,0.599,1,0,0,0,245000,146800,118
CR503011,CUST103011,2024-06-30,697,4,0,0.041,0,0,0,0,314000,12900,105
CR503012,CUST103012,2024-06-30,544,5,3,0.286,3,0,2,0,178000,50900,37
CR503013,CUST103013,2024-06-30,616,3,1,0.334,1,0,0,0,359000,119900,66
CR503014,CUST103014,2024-06-30,762,3,0,0.415,1,0,0,0,1100000,456500,229
CR503015,CUST103015,2024-06-30,657,5,2,0.228,1,0,1,0,340000,77500,119
CR503016,CUST103016,2024-06-30,722,4,1,0.526,0,0,0,0,335000,176200,477
CR503017,CUST103017,2024-06-30,676,3,2,0.506,0,0,0,0,134000,67800,73
CR503018,CUST103018,2024-06-30,715,5,4,0.226,1,0,0,0,835000,188700,21
CR503019,CUST103019,2024-06-30,646,1,1,0.158,4,0,0,0,413000,65300,411
CR503020,CUST103020,2024-06-30,627,9,2,0.422,1,0,0,0,116000,49000,6
CR503021,CUST103021,2024-06-30,736,7,2,0.256,0,0,0,0,432000,110600,137
CR503022,CUST103022,2024-06-30,773,5,1,0.572,1,0,0,0,271000,155000,217
CR503023,CUST103023,2024-06-30,628,1,2,0.659,2,0,0,0,192000,126500,339
CR503024,CUST103024,2024-06-30,693,4,1,0.171,0,0,0,0,435000,74400,259
CR503025,CUST103025,2024-06-30,664,6,2,0.27,1,0,0,0,408000,110200,6
CR503026,CUST103026,2024-06-30,592,1,2,0.216,0,0,0,0,212000,45800,6
CR503027,CUST103027,2024-06-30,678,1,1,0.517,0,0,0,0,350000,181000,335
CR503028,CUST103028,2024-06-30,684,3,3,0.061,0,0,0,0,172000,10500,61
CR503029,CUST103029,2024-06-30,638,5,0,0.533,5,0,0,0,192000,102300,210
CR503030,CUST103030,2024-06-30,724,6,0,0.123,1,0,0,0,682000,83900,118
CR503031,CUST103031,2024-06-30,587,9,0,0.827,1,1,0,0,342000,282800,221
CR503032,CUST103032,2024-06-30,608,4,0,0.124,3,0,0,0,375000,46500,213
CR503033,CUST103033,2024-06-30,589,3,3,0.42,5,3,0,0,200000,84000,36
CR503034,CUST103034,2024-06-30,362,1,1,0.46,2,0,3,0,56000,25800,44
CR503035,CUST103035,2024-06-30,647,5,0,0.092,1,0,0,0,174000,16000,79
CR503036,CUST103036,2024-06-30,632,0,1,0.14,2,0,0,0,176000,24600,260
CR503037,CUST103037,2024-06-30,570,3,4,0.184,5,3,0,0,304000,55900,163
CR503038,CUST103038,2024-06-30,502,6,3,0.643,4,0,1,0,75000,48200,372
CR503039,CUST103039,2024-06-30,798,6,1,0.072,1,0,0,0,667000,48000,294
CR503040,CUST103040,2024-06-30,756,6,4,0.231,0,0,0,0,1035000,239100,257
CR503041,CUST103041,2024-06-30,732,5,2,0.492,0,0,1,0,421000,207100,206
CR503042,CUST103042,2024-06-30,628,3,4,0.658,2,0,1,0,833000,548100,129
CR503043,CUST103043,2024-06-30,699,3,1,0.546,0,0,0,0,106000,57900,130
CR503044,CUST103044,2024-06-30,623,2,0,0.509,4,1,0,0,448000,228000,264
CR503045,CUST103045,2024-06-30,570,3,3,0.62,3,1,0,0,429000,266000,220
CR503046,CUST103046,2024-06-30,739,4,0,0.18,0,0,0,0,813000,146300,378
CR503047,CUST103047,2024-06-30,568,2,3,0.517,4,2,0,0,162000,83800,6
CR503048,CUST103048,2024-06-30,651,3,2,0.663,1,0,0,0,59000,39100,138
CR503049,CUST103049,2024-06-30,611,1,1,0.506,2,0,0,0,160000,81000,377
CR503050,CUST103050,2024-06-30,675,7,4,0.379,1,0,0,0,197000,74700,319
CR503051,CUST103051,2024-06-30,612,0,2,0.519,2,0,0,0,267000,138600,153
CR503052,CUST103052,2024-06-30,701,3,2,0.206,0,0,0,0,354000,72900,132
CR503053,CUST103053,2024-06-30,577,4,5,0.156,3,2,0,0,252000,39300,83
CR503054,CUST103054,2024-06-30,767,4,1,0.251,0,0,0,0,298000,74800,116
CR503055,CUST103055,2024-06-30,715,4,0,0.561,0,0,1,0,350000,196400,335
CR503056,CUST103056,2024-06-30,650,2,1,0.453,0,0,1,0,237000,107400,108
CR503057,CUST103057,2024-06-30,608,3,0,0.272,2,0,0,0,329000,89500,296
CR503058,CUST103058,2024-06-30,583,2,2,0.463,5,1,0,0,69000,31900,6
CR503059,CUST103059,2024-06-30,653,3,2,0.312,0,0,0,0,288000,89900,76
CR503060,CUST103060,2024-06-30,695,5,1,0.298,0,0,0,0,418000,124600,295
CR503061,CUST103061,2024-06-30,725,1,1,0.137,0,0,0,0,805000,110300,297
CR503062,CUST103062,2024-06-30,644,3,1,0.538,1,1,0,0,234000,125900,116
CR503063,CUST103063,2024-06-30,700,6,3,0.317,0,0,0,0,309000,98000,295
CR503064,CUST103064,2024-06-30,658,7,0,0.297,1,0,0,0,134000,39800,329
CR503065,CUST103065,2024-06-30,444,2,1,0.755,4,0,1,0,78000,58900,311
CR503066,CUST103066,2024-06-30,722,2,1,0.169,0,0,0,0,288000,48700,243
CR503067,CUST103067,2024-06-30,750,6,1,0.528,1,0,0,0,459000,242400,283
CR503068,CUST103068,2024-06-30,705,6,1,0.399,0,0,0,0,143000,57100,177
CR503069,CUST103069,2024-06-30,616,3,2,0.144,3,0,1,0,486000,70000,218
CR503070,CUST103070,2024-06-30,502,2,3,0.257,2,0,0,0,111000,28500,467
CR503071,CUST103071,2024-06-30,643,1,1,0.068,2,0,0,0,163000,11100,301
CR503072,CUST103072,2024-06-30,691,2,2,0.5,0,0,0,0,201000,100500,6
CR503073,CUST103073,2024-06-30,723,5,0,0.18,0,0,0,0,380000,68400,227
CR503074,CUST103074,2024-06-30,699,2,2,0.365,0,0,0,0,356000,129900,326
CR503075,CUST103075,2024-06-30,695,3,4,0.368,0,0,0,0,461000,169600,303
CR503076,CUST103076,2024-06-30,796,5,2,0.25,0,0,0,0,1135000,283800,6
CR503077,CUST103077,2024-06-30,869,3,0,0.572,0,0,0,0,1092000,624600,28
CR503078,CUST103078,2024-06-30,772,2,3,0.66,0,0,0,0,1074000,708800,387
CR503079,CUST103079,2024-06-30,567,3,3,0.529,0,0,0,0,126000,66700,335
CR503080,CUST103080,2024-06-30,623,1,2,0.345,2,0,0,0,333000,114900,52
CR503081,CUST103081,2024-06-30,660,3,3,0.666,0,0,0,0,131000,87200,189
CR503082,CUST103082,2024-06-30,617,3,1,0.368,2,0,0,0,211000,77600,221
CR503083,CUST103083,2024-06-30,670,3,0,0.252,1,0,0,0,266000,67000,290
CR503084,CUST103084,2024-06-30,648,3,1,0.362,1,0,0,0,566000,204900,347
CR503085,CUST103085,2024-06-30,583,4,3,0.482,0,0,0,0,68000,32800,169
CR503086,CUST103086,2024-06-30,697,5,1,0.192,0,0,0,0,319000,61200,256
CR503087,CUST103087,2024-06-30,633,5,2,0.425,1,1,0,0,227000,96500,35
CR503088,CUST103088,2024-06-30,754,4,4,0.207,2,0,0,0,750000,155200,335
CR503089,CUST103089,2024-06-30,727,4,1,0.163,0,0,0,0,1196000,194900,283
CR503090,CUST103090,2024-06-30,641,0,2,0.368,3,0,0,0,292000,107500,61
CR503091,CUST103091,2024-06-30,629,5,0,0.813,0,0,0,0,779000,633300,87
CR503092,CUST103092,2024-06-30,703,2,1,0.078,1,0,0,0,480000,37400,331
CR503093,CUST103093,2024-06-30,658,3,1,0.266,1,0,0,0,437000,116200,39
CR503094,CUST103094,2024-06-30,802,2,2,0.117,1,0,0,0,554000,64800,91
CR503095,CUST103095,2024-06-30,496,3,1,0.506,1,1,1,0,85000,43000,143
CR503096,CUST103096,2024-06-30,741,5,2,0.087,0,0,0,0,438000,38100,55
CR503097,CUST103097,2024-06-30,666,4,0,0.148,1,0,0,0,373000,55200,10
CR503098,CUST103098,2024-06-30,628,6,1,0.232,2,0,0,0,445000,103200,6
CR503099,CUST103099,2024-06-30,736,2,1,0.401,0,0,0,0,338000,135500,170
CR503100,CUST103100,2024-06-30,765,4,2,0.289,1,0,0,0,284000,82100,279
CR503101,CUST103101,2024-06-30,659,3,0,0.294,1,0,0,0,134000,39400,85
CR503102,CUST103102,2024-06-30,503,3,3,0.254,1,1,0,0,28000,7100,293
CR503103,CUST103103,2024-06-30,656,4,1,0.274,0,0,0,0,292000,80000,191
CR503104,CUST103104,2024-06-30,803,7,1,0.12,0,0,0,0,310000,37200,339
CR503105,CUST103105,2024-06-30,566,0,1,0.12,4,1,0,0,56000,6700,29
CR503106,CUST103106,2024-06-30,745,2,2,0.585,1,0,0,0,290000,169600,252
CR503107,CUST103107,2024-06-30,715,4,2,0.197,0,0,0,0,649000,127900,247
CR503108,CUST103108,2024-06-30,695,1,2,0.24,1,0,0,0,372000,89300,183
CR503109,CUST103109,2024-06-30,685,4,1,0.335,1,0,0,0,840000,281400,276
CR503110,CUST103110,2024-06-30,517,3,0,0.509,0,0,1,0,37000,18800,160
CR503111,CUST103111,2024-06-30,701,2,1,0.218,1,0,0,0,125000,27200,344
CR503112,CUST103112,2024-06-30,751,7,3,0.378,0,0,0,0,821000,310300,200
CR503113,CUST103113,2024-06-30,528,1,1,0.204,3,2,0,0,135000,27500,281
CR503114,CUST103114,2024-06-30,465,2,1,0.395,1,1,1,0,110000,43400,350
CR503115,CUST103115,2024-06-30,598,0,2,0.141,4,1,0,0,319000,45000,231
CR503116,CUST103116,2024-06-30,694,0,4,0.473,1,0,0,0,534000,252600,154
CR503117,CUST103117,2024-06-30,672,1,1,0.178,0,0,0,0,387000,68900,16
CR503118,CUST103118,2024-06-30,623,5,1,0.424,1,0,0,0,123000,52200,302
CR503119,CUST103119,2024-06-30,715,3,0,0.597,0,0,0,0,343000,204800,41
CR503120,CUST103120,2024-06-30,787,4,1,0.605,0,0,0,0,378000,228700,245
CR503121,CUST103121,2024-06-30,708,3,0,0.522,0,0,0,0,326000,170200,159
CR503122,CUST103122,2024-06-30,650,6,2,0.057,0,0,0,0,213000,12100,122
CR503123,CUST103123,2024-06-30,747,3,1,0.101,0,0,0,0,367000,37100,39
CR503124,CUST103124,2024-06-30,597,0,5,0.354,4,0,0,0,160000,56600,187
CR503125,CUST103125,2024-06-30,679,2,3,0.268,0,0,0,0,310000,83100,222
CR503126,CUST103126,2024-06-30,685,2,3,0.325,1,0,0,0,426000,138400,135
CR503127,CUST103127,2024-06-30,655,3,1,0.614,0,0,0,0,117000,71800,368
CR503128,CUST103128,2024-06-30,727,2,0,0.388,0,0,0,0,240000,93100,109
CR503129,CUST103129,2024-06-30,737,3,3,0.124,0,0,0,0,957000,118700,231
CR503130,CUST103130,2024-06-30,540,2,2,0.23,3,1,0,0,317000,72900,254
CR503131,CUST103131,2024-06-30,513,1,1,0.616,3,2,1,0,71000,43700,170
CR503132,CUST103132,2024-06-30,758,6,2,0.02,1,0,0,0,331000,6600,125
CR503133,CUST103133,2024-06-30,585,1,1,0.636,6,1,0,0,439000,279200,230
CR503134,CUST103134,2024-06-30,746,4,3,0.415,0,0,0,0,547000,227000,60
CR503135,CUST103135,2024-06-30,796,3,0,0.281,0,0,0,0,494000,138800,249
CR503136,CUST103136,2024-06-30,665,3,0,0.157,0,0,0,0,227000,35600,141
CR503137,CUST103137,2024-06-30,746,5,1,0.466,1,0,0,0,684000,318700,143
CR503138,CUST103138,2024-06-30,697,2,1,0.078,0,0,0,0,508000,39600,73
CR503139,CUST103139,2024-06-30,632,3,1,0.52,1,0,0,0,166000,86300,365
CR503140,CUST103140,2024-06-30,403,1,4,0.419,4,1,0,0,173000,72500,127
CR503141,CUST103141,2024-06-30,658,5,0,0.118,0,0,0,0,183000,21600,59
CR503142,CUST103142,2024-06-30,680,3,0,0.538,2,0,0,0,339000,182400,41
CR503143,CUST103143,2024-06-30,619,2,2,0.509,0,0,0,0,253000,128800,109
CR503144,CUST103144,2024-06-30,636,5,4,0.846,2,0,0,0,142000,120100,212
CR503145,CUST103145,2024-06-30,625,5,0,0.619,1,1,0,0,279000,172700,81
CR503146,CUST103146,2024-06-30,603,2,2,0.672,1,0,0,0,110000,73900,32
CR503147,CUST103147,2024-06-30,734,5,1,0.038,1,0,0,0,222000,8400,297
CR503148,CUST103148,2024-06-30,594,1,3,0.485,4,2,1,0,210000,101800,384
CR503149,CUST103149,2024-06-30,676,3,1,0.224,0,0,0,0,230000,51500,177
CR503150,CUST103150,2024-06-30,723,3,2,0.062,0,0,0,0,197000,12200,331
CR503151,CUST103151,2024-06-30,376,4,2,0.608,1,0,0,0,82000,49900,302
CR503152,CUST103152,2024-06-30,475,1,3,0.32,0,0,0,0,91000,29100,6
CR503153,CUST103153,2024-06-30,789,7,3,0.213,0,0,0,0,810000,172500,48
CR503154,CUST103154,2024-06-30,580,2,2,0.477,6,0,0,0,177000,84400,74
CR503155,CUST103155,2024-06-30,328,2,3,0.466,3,1,0,0,82000,38200,239
CR503156,CUST103156,2024-06-30,690,4,0,0.117,2,0,0,0,202000,23600,242
CR503157,CUST103157,2024-06-30,673,3,0,0.164,0,0,0,0,162000,26600,6
CR503158,CUST103158,2024-06-30,702,5,1,0.511,0,0,0,0,158000,80700,145
CR503159,CUST103159,2024-06-30,720,3,2,0.346,1,0,0,0,798000,276100,90
CR503160,CUST103160,2024-06-30,611,4,1,0.274,4,0,0,0,178000,48800,68
CR503161,CUST103161,2024-06-30,784,2,3,0.561,0,0,0,0,362000,203100,249
CR503162,CUST103162,2024-06-30,559,5,3,0.696,2,1,0,0,120000,83500,326
CR503163,CUST103163,2024-06-30,497,1,1,0.491,0,0,0,0,61000,30000,228
CR503164,CUST103164,2024-06-30,684,4,1,0.211,1,0,0,0,464000,97900,168
CR503165,CUST103165,2024-06-30,658,1,1,0.417,0,0,0,0,242000,100900,262
CR503166,CUST103166,2024-06-30,584,1,1,0.634,1,1,0,0,280000,177500,238
CR503167,CUST103167,2024-06-30,633,2,0,0.335,3,0,0,0,477000,159800,110
